@relation normspam
@attribute text string
@attribute @@class@@ {tanitimlar,birincil,guncellemeler,sosyal}
@data
'meb  hizmetiçi eğitim faaliyeti katılım bilgilendirmesi  sn    tarihleri arasında namık kemal i̇mam hatip ortaokulu  karasu  sakarya adresinde yapılacak olan     çalışanların temel i̇ş sağlığı ve güvenliği eğitimi kursu isimli hizmetiçi eğitim faaliyetine kursiyer olarak alındınızfaaliyete katılımınız hususunda gereğini bilgilerinize rica ederiz i̇l milli eğitim müdürlüğün',guncellemeler
'öğretmen yeterlilikleri i̇htiyaç analizi anketi sakarya arge projeler  sal  değerli arkadaşlar müdürlüğümüzce  eğitimöğretim yılı içerisinde hizmetiçi eğitim faaliyetleri dışında öğretmen ve idarecilerimize mesleki ve kişisel yeterliliklerinin arttırılmasına yönelik eğitimler düzenlenecektir eğitimler akademisyen ve uzmanlar tarafından verilecek olup ihtiyaç analiz anketine göre konular belirlenecektir  perşembe günü saat ´a kadar tüm öğretmen ve idarecilerimizin anketi doldurması gerekmektedir kullanıcı adı tc kimlik numarası şifre  büyük harflerle baba adıbaba adı iki isimli ise ilki',tanitimlar
'stem eğitimi raporu değerli arkadaşlar  yüzyılda stem artık eğitim hayatımızın bir parçası olarak yer almaya hazır gözükmektedir bu doğrultuda bakanlığımız bir çalışma yapmış ve meb yenilik ve eğitim teknolojileri genel müdürlüğü tarafından  stemfen teknoloji mühendislik matematik eğitim raporu hazırlanmıştır bu rapor sayesinde stem nedir stem eğitim sisteminin bileşenleri nelerdir dünya ülkelerinde ve türkiyede stem nasıl uygulanmaktadır gibi soruların cevaplarına ulaşabilirsiniz rapor için tıklayınız ',tanitimlar
'uzaktan eğitimler değerli arkadaşlaravrupa okul ağı öğretmen akademisi ilköğretim ve ortaöğretim okullarında görev yapan öğretmenler için çevrimiçi mesleki gelişim kursları ile eğitim öğretim süreçlerindeki yenilikleri öğrenebilecekleri bir web portalıdır httpwwweuropeanschoolnetacademyeu web adresinden yayınlanan bu portalda öğretmenlere yönelik verilen çevrimiçi kurslar tamamen ücretsizdir avrupa okul ağı öğretmen akademisi facebook grubumuza httpswwwfacebookcomgroupsaoaogretmenakademisi adresinden üye olabilirsiniz öğretmen akademisi grubumuza üye olmaya bütün öğretmenlerimizi davet ediyoruz etwinning türkiye platformunun mesajıdır',tanitimlar
'tübi̇tak   bi̇li̇m ve toplum yeni̇li̇kçi̇ eği̇ti̇m uygulamalari projeleri̇ sakarya arge projeler değerli arkadaşlartübitak tarafından desteklenen  bilim ve toplum yenilikçi eğitim uygulamaları projeleri ile ilgili  yılı etkinlikleri bilgi formu birimimizce oluşturulmuştur  katılmak isteyen öğretmenlerimiz ekteki belgeyi inceleyebilirler ayrıca metnin bir nüshasının öğretmenler odasına asılması da duyurulması açısından önem arz etmektedir tübitak  bilim ve toplum yenilikçi eğitim uygulamaları projeleri öğretmenlere öğrencilerde ve toplumda bilime ve bilimsel konulara ilişkin olumlu tutum geliştirilmesi amacıyla kendi branşlarına ve genel olarak öğretmenlik mesleğine özgü yenilikçi yaklaşım strateji yöntem ve tekniklerin etkileşimli olarak kazandırılmasını amaçlamaktadıri̇yi çalışmalar dileriz',tanitimlar
'haziran dönemi stemm eğitimi sakarya arge projeler değerli arkadaşlar müdürlüğümüz tarafından doğu marmara kalkınma ajansına sunulan “ stem ile hem eğlen hem öğren “ projesi teknik destek programı kapsamında destek almaya uygun görülmüştürbu bağlamda eğitim  haziran –  temmuz  tarihleri arasında adapazarı yenikent halk eğitim merkezinde gerçekleştirilecektireğitim i̇limizdeki ortaokul fen ve teknoloji matematik ve okul öncesi öğretmenlerine yöneliktir eğitim ile ilgili detaylara ve başvuru için forma httpsakaryaargemebgovtr  adresinden erişilebilmektedirson başvuru tari̇hi̇ ve saati̇   hazi̇ran   n n',tanitimlar
'hizmetiçi eğitim faaliyeti katılım bilgilendirmesi sayın ali osman    tarihleri arasında şehit üsteğmen i̇brahim abanoz anadolu lisesi  karasu  sakarya adresinde yapılacak olan   özel eğitim hizmetleri semineri isimli hizmetiçi eğitim faaliyetine kursiyer olarak alındınızfaaliyete katılımınız hususunda gereğini bilgilerinize rica ederizi̇l milli eğitim müdürlüğü',guncellemeler
'kayseri̇ ulusal stem çaliştayi sakarya arge projeler değerli arkadaşlar kayseri i̇l milli eğitim müdürlüğü ar  ge birimi stem ekibi tarafından  tarihlerinde ulusal stem çalıştayı gerçekleştirilecektir katılmak isteyen fenteknoliji öğretmenlerimizin ekteki başvuru formunu doldurması vekayseristemcalistayi@gmailcom adresine göndermeleri gerekmektedir son başvuru tarihi  bilgi için kayseri stem koordinatörü murat üstündağ    başvuru formu için çalıştay iletişim sitesi ',tanitimlar
'stem eğitimi değerli arkadaşlarstemm  science technology engineering and mathematics  montessori  eğitimi birbiri ile entegrasyonu ve bu sistemin dünyadaki yeri türkiye´ deki yeri türkiye´nin stem eğitimine i̇htiyacı ve yapılan uygulamalar stem materyal eğitimi  yazılım destekli müdürlüğümüz projeler birimi tarafından okul öncesi öğretmenleri ortaokul fen teknoloji ve matematik öğretmenlerine yönelik  mayıs  tarihinde  günlük stem farkındalık eğitimi yazılım ve materyal destekli düzenlenmesi planlanmaktadırbu bağlamda belirtilen branşlardaki tüm öğretmenlerimizin  tarihine kadar sakaryaargemebgovtr adresi duyurular bölümündeki formu doldurmaları önemle rica olunur not eğitimde branş bazında kontenjan  er kişi ile sınırlı olmak üzere toplam  kişidir',tanitimlar
'vakıf i̇ş başvurusu şifre sayın sevda şifreniz  cca başvuru yapmak için tc kimlik no ve şifrenizi kullanarak giriş yapabilirsiniz ai̇le ve sosyal poli̇ti̇kalar bakanliğin',guncellemeler
'eğitimde ve öğretimde yenilikçilik ödüllerideğerli öğretmen arkadaşlarbakanlığımızın sünü düzenlediği eğitim ve öğretimde yenilikçilik ödülleri başvuruları bugün itibariyle başlamıştır her tür ve kademedeki öğretmen yöneticiler ile lise öğrencilerinin başvurabildiği yenilikçilik başvurularında  kategori bulunmakta ve son tarihi  mayis  dır başvurular  httpeoyomebgovtrloginaspx  adresinden yapılacaktırbaşvuru için detaylara rapor formatına ve ilgili genelgeye ekteki dokümanlardan veya httpsakaryaargemebgovtr adresinden ulaşabilirsiniz siz değerli öğretmenlerimizin örnek teşkil edecek çalışmalarınızın bu platformda yer alması için başvurularınızın çok kıymetli olduğunu belirtmek isteriz emekleriniz ve gayretleriniz için teşekkür eder saygılar sunarız',tanitimlar
'başvuru kayıt gençlik ve spor bakanlığı online başvuru sistemi  gençlik ve spor bakanlığıtbakanlık projeleritbakanlık i̇letişim gençlik ve spor bakanlığı merhaba sayın sev gençlik ve spor bakanlığı online başvuru sistemine yapmış olduğunuz kayıt işlemini tamamlamak için lütfen aşağıdaki linki ziyaret ediniz bir kere tıklayınızkayıt onayı için buraya tıklayınız',guncellemeler
'okul eğitimi stratejik ortaklıklar proje destek oturumları  mart  sayın i̇rtibat kişisiaşağıdaki duyuruyu okulunuzdaki konu ile ilgili öğretmen ve yöneticilere iletiniz son başvuru tarihi  mart  olan ana eylem  stratejik ortaklıklar proje başvurularına yönelik olarak ulusal ajans uzmanlarınca  ve  mart  tarihlerinde çevrimiçi proje destek oturumları webinar düzenlenecektir bahsi geçen projelerle ilgili olarak hazırlığı bulunan öğretmenlerimizi projelerin kalitesini artırmaya yönelik olarak gerçekleşecek bu oturumlara katılmaya davet ediyoruz oturumlarda sadece okul eğitimi ka ka ve ka başvuruları hakkında bilgilendirme yapılacaktır ve katılımcı sayısı kontenjanla sınırlıdır her katılımcının yalnızca bir oturuma kaydı kabul edilebilecektir başvuru için wwwuagovtr  duyurular bölümünü inceleyiniz i̇yi çalışmalar dileriz',tanitimlar
'ayrılma talebiniz hk talebiniz doğrultusunda  nolu sözleşme için ayrılma bilgi formunuz ekte tarafınıza gönderilmiştirtalebinizin gerçekleştirebilmesi için ekteki formu imzalayarakhalide edip adıvar mah darülaceze c no kat  şişlii̇stanbul adresine göndermeniz gerekmektedirbu eposta adresi sadece şirketimizin gerçekleştirdiği gönderimlerde kullanılmakta olup bu epostaya cevap yazılmamasını yazdığınız cevapların şirketimize ulaşmadığını önemle hatırlatırızkonuyu bilgilerinize sunarızsaygılarımızlahalk hayat ve emeklilik aş',guncellemeler
' önemli̇  aci̇l  erasmus kaka projeleri eğitimi değerli arkadaşlarsakarya i̇l milli eğitim müdürlüğü projeler ekibi tarafından sakaryada planlanan ulusal ajans uzmanlarınca verilecek okul eğitimi alanında ka ve ka ile ilgili eğitim için başvuru formu httpsakaryaargemebgovtr adresinde yayımlanmıştır eğitim  aralık  salı günü gerçekleşecektireğitim yeri  aralık pazartesi günü httpsakaryaargemebgovtr adresinden bildirilecektir eğitim erasmus programına proje hazırlamayı düşünen öğretmen ve yöneticilerimize yöneliktir kontenjan ile sınırlıdır katılımcılara görevli izinli onayı alınabilecektir ka okul eğitimi stratejik ortaklıklar eğitimin büyük kısmı bu programla ilgilidir ka okul eğitimi personel ve bireylerin hareketliliği eğitimin kısa bir bölümünde yer verilecektir son başvuru tari̇hi̇   aralik  pazartesi̇  kesi̇n katilimci li̇stesi̇  aralik  pazartesi̇  te httpsakaryaargemebgovtr adresinde ilan edilecektirn',tanitimlar
'gcm forex selda sevinçli merhaba ben gcm forex den sizinle ilgilenecek olan müşteri temsilcisi  selda sevi̇nçli̇ bundan sonraki süreçte  forex piyasası hakkında sizi bilgilendirmek adına piyasalarda tecrübeniz olsun ya da olmasın her türlü sorunuzu memnuniyetle cevaplandırarak size yardımcı olacağımi̇stediğiniz zaman aşağıdaki iletişim bilgilerinden bana ulaşabilir ya da size ulaşmamı istediğiniz zaman dilimini emaili yanıtlayarak paylaşabilirsinizn n',birincil
'meb  hizmetiçi eğitim faaliyeti katılım bilgilendirmesi    tarihleri arasında halk eğitim merkezi  karasu  sakarya adresinde yapılacak olan  di̇ksi̇yon ve güzel konuşma kursu başlangıç  nisan isimli hizmetiçi eğitim faaliyetine kursiyer olarak alındınız faaliyete katılımınız hususunda gereğini bilgilerinize rica ederizi̇l milli eğitim müdürlüğü',guncellemeler
'çağrı merkezi talebiniz tamer ö değerli müşterimiz siparişiniz yurtiçi kargo  gönderi kodu ile  tarihinde adresinize teslim edilmiştir ürününüzü iyi günlerde kullanmanızı dilerizsaygılarımızlan n',guncellemeler
'çağrı merkezi talebiniz değerli müşterimiz nolu siparişinizde bulunan emsan hasır çay tabağı ürününüzü beyan ettiğimiz süre içinde temin edemediğimiz için çok özür dileriz ürünün tedarik tarihi hakkında ne yazık ki size net bir zaman veremiyor olmaktan dolayı çok üzgünüz bu aşamada dilerseniz aşağıdaki şekilde süreci tamamlayabilirsiniz tedarik süreci geciken ürününüzün temin tarihi kesin olmamakla birlikte araştırılmaya devam etmektedir bu doğrultuda ürünün temin edilmesini bir süre daha bekleyebilirsiniz tedarikte bulunan ürünü sitemizden seçeceğiniz aynı fiyatlı başka bir ürün ile değiştirilmesini talep edebilirsiniz değişim işlemi için bu maile geri dönmenizi rica ederiz tedarik tarihi belli olmayan ürünü sipariş takip sayfasında iptal edebilirsiniz bu doğrultuda ödeme tutarınız kredi kartınızabanka hesabınıza aynı gün geri ödenecektir sonrasında hesabınıza tanımladığımız hediye çekinizi de kullanarak sitemizden seçeceğiniz başka bir ürünü sipariş verebilirsinizsipariş iptalinizi siparişinizin tamamı tedarik sürecinde iken gerçekleştirebilirsiniz siparişinizde kısmi teslimat varsa ürün ya da ürünlerin faturası kesilmiş ise ya da siparişinizdeki ürünlerinden biri ya da bir kaçı tedarikçi firma tarafından direkt tarafınıza gönderilen ürünlerden biri ise iptal işleminiz gerçekleşmeyecektir siparişinizde buna benzer bir durum söz konusu ise sipariş iptali için bize mail yoluyla ulaşmanızı rica ederiz önemli̇ not siparişin doğrultusunda sitemizdeki herhangi bir kredi kartı puan ya da hediye çeki kampanyası dahilinde kampanyaya katılım hakkınız var ise siparişi iptal etmeniz durumunda kampanya harcama limiti şartı sağlamayacağı için kampanya dışı kalabilirsiniz ürün iptal işleminizi bu doğrultuda değerlendirmenizi önemle rica ederiz size yaşattığımız bu olumsuz deneyim için tekrar özür dileriz saygılarımızla',guncellemeler
'değerli müşterimiz öncelikle siparişinizde yer alan ürünün tedarik sürecinde yaşanan gecikme için sizden özür dilerizürününüzün tedarik ve kargolama durumu hakkında gerekli kontrolleri sağlanarak kısa süre içerisinde tarafınıza detaylı bilgi vereceğizsizi beklettiğimiz için üyelik sayfanıza  gün kullanım süreli  tl lik hediye çeki tanımlaması yapılmıştırgöstermiş olduğunuz anlayış için teşekkür ederizsaygılarımızlan',guncellemeler
'arabacom şifre talebi sayın oğuz tümer arabacom şifremi unuttum servisinden talep etmiş olduğunuz şifreniz aşağıdadıremail adresiniz ve şifrenizle kullanıcı girişi yaparak ilan oluşturmaya hemen başlayabilirsiniz email tumeroguz@hotmailcom şifre x şifrenizi girerken küçük o harfi o ve sıfır  karakterlerini karıştırmadan yazmaya dikkat edinizn n',guncellemeler
'şikayetiniz hakkında merhabaşikayetiniz bize ulaşmıştır en kısa sürede müdahale edilecektiri̇lgi ve alakanız için teşekkür ederizmynet oyun ekibi',guncellemeler
'sınav görevi karasu tepetarla ilkokulunda öğretmenim ösym sınav görevlerinde görev almak istiyorum okulumuz sisteme kayıtlı değildir okulumuzun sisteme kayıtlı olması için ne yapmamız gerekirteşekkür ederim',birincil
'avea aveaya  eylülde  yıl taahhüt verdim fakat taahutu bitmesine  ay kala iptal ettirdimtaahhüt iptalinden tarafima  tl taahhüt ücreti aldılar bu parayi geri alabilirmiyim alabilrsem almak için ne yapmaliyim',birincil
'tepetarla ilköğretim okulu karasu sakarya bilişim teknolojileri sınıfı için arızalı bilgisayarlar vardır servis gelmiş olup ilsisteki arızabildirim ve takip sistemindedeki şifreyi kullanmamız gerekiyor verilen şifreyi kabul etmiyor kullanıcı adı şifredjo servi̇s şuan burda bulunmakta kisa sürede cevap verebi̇li̇rseni̇z memnun oluruz',birincil
'novamed teklif mektubu  evrak listesi  akdogan merhaba kamil bey görüşmelerini tamamladığımız fresenius medical care antalya fabrika üretim vardiya şefi pozisyonu için teklifimizi ekte bulabilirsiniz tek',birincil
'büyükşehir belediyespor  beykozspor basketbol maçına davet  sakarya büyükşehir belediyesi  kasım cumartesi günü saat da atatürk kapalı spor salonunda büyükşehir belediyespor  beykozspor arasından gerçekleştirilecek basketbol müsabakasına katılımınızı beklerizsakarya büyükşehir belediyesi özel kalem müdürlüğü',tanitimlar
'kasım  kültür sanat etkinlikleri sakarya büyükşehir belediyesi  per  kasım  kültür sanat ekinliklerine katılımınızı bekleriz detaylar wwwsakaryabeltr de',tanitimlar
'rabia buluşmaları rabi̇a platformu sözcüsü abdurrahman di̇li̇pak ve rabi̇a platformu koordinatörü cihangir i̇şbi̇li̇rin konuşmacı olarak katılacağı rabi̇a buluşmaları  ekim perşembe günü saat da akmde katılımınızı bekleriz',tanitimlar
'konferans sömürgecilik ve i̇slam dünyası bilecik üniversitesi rektörü prof dr azmi özcanın konuşmacı olarak katılacağı sömürgecilik ve i̇slam dünyası konulu konferans  mayıs pazartesi bugün saatda akm de programa katılımınızı bekleriz',tanitimlar
'epttavm  aldığınız üründen memnun kaldınız mımerhababizim için değerlisiniz düşünceleriniz de öyle sadece bir dakikanızı ayırarak almış olduğunuz ürün hakkındaki deneyiminizi yorumlayabilir düşüncelerinizi tüm kullanıcılar ile paylaşabilirsiniz devlet güvencesi ile kolay ve güvenli alışveriş epttavm',tanitimlar
'siparişiniz alındı merhabaepttavmcomdan alışveriş yaptığınız için teşekkürler siparişiniz ilgili mağaza tarafından  ila  iş günü içerisinde ptt kargoya teslim edilecektirsiparişiniz ile ilgili tüm soru ve sorunlarınız için lütfen tıklayınız sizlere yardımcı olmaktan memnuniyet duyarız alışverişinizin detaylarını aşağıda sipariş özeti bölümünde bulabilirsinizsiparişiniz kargoya teslim edildiğinde sipariş geçmişi bölümünden ulaşabileceğiniz kargo barkodu ile sipariş geçmişi  detay  kargom nerede adresinden kargonuzu takip edebilirsiniz siparişiniz ile ilgili bilgileri sipariş geçmişi sayfasından öğrenebilirsiniz güzel günlerde kullanmanızı dileriz devlet güvencesi ile kolay ve güvenli alışveriş epttavm',guncellemeler
'penti giyim tic aş fatura bilgilendirme sayın e numaralı faturanızla ilgili bilgiler aşağıda yer almaktadırfatura göndericisitpenti giyim tic aş fatura tarihit ödenecek tutart try faturanızın pdf dosyasını görüntülemek i̇çin tıklayınız faturanızın pdf dosyasını i̇ndirmek i̇çin tıklayınız faturanızın imzalı ubltr dosyasını i̇ndirmek i̇çin tıklayınız i̇letişim basın ekspres yolu kavak sk eresinler ser plaza kat  yenibosna i̇stanbul    wwwpenticomtr fatura doğrulama faturanın görüntülenmesi ve imzasınınmali mührünün doğrulanması için wwwefaturagovtr adresindeki efatura görüntüleyici uygulamasının bilgisayarınıza kurulumunu gerçekleştirdikten sonra ekteki ubl faturanın görüntülenmesini ve doğrulanmasını sağlayabilirsiniz',guncellemeler
'proje adı merkezlerideki güç proje hakkında  sanat merkezi  müzik merkezi blok merkezi dramatik oyun merkezi  fen ve doğa merkezi kitap merkezi sınıflarda olan başlıca merkezlerimiz bizde projemizde sınıfımızdaki merkezlerde çeşitli etkinlikler ile öğrenme süreci gerçekleştireceğizkurucu ve ortaklar burcu yıldız morgül drcavit özyeğin anaokulu eyyübiye muhsin yenen kömürcüler i̇lkokulu döşemelik seval çetin köşkerler i̇lkokulu demre nihal şen albay süleyman külahçı döşemealtı nurten telli arslanbucak anaokulu kemer enes halil hata köşkerler i̇lkokulu demre selma kesim cumhuriyet anaokulu ümraniye hilal turan osman önal i̇lkokulu korkuteli kurucu nagihan şimşek demre atatürk i̇lkokulu kurucun',tanitimlar
'düzeltme bilgisi  merkezlerimdeki güç projesinde  muhsin yenen in bulunduğu ilçe döşemelik olarak çıkmış orayı döşemealtı olarak düzeltirseniz sevinirim',birincil
'siparişiniz onaylandı bkm kitap  kitaba ulaşmanın en kolay yolu  az öde çok oku  sayın nagihan alışveriş sitemizden yapmış olduğunuz siparişiniz kaydedilmiştirsipariş numaranız ts online ödeme ile satın aldığınız ürünlerin toplam fiyatı olan  tl dirönemli uyarıaşağıdaki bilgilendirme sadece havaleeft işlemleri için geçerlidir kredi kartı ödemesi yapan müşterilerin dikkate almasına gerek yoktur  korumali havaleeft i̇şlemleri̇ i̇çi̇ni̇yzico korumalı havaleeft işlemi esnasında açıklama bölümüne sadece i̇yzicodan gelen  haneli referans kodu yazmanızı rica ederizeğer i̇yziconun  haneli referans kodunun yazmaz eksik yazar ya da ilave rakam ya da kelimeler yazarsanız ödeme iptal edilecektir havale  eft gönderimlerinizi yaparken sipariş tutarını net tutar olarak göndermeniz gerekmektedir eksik ya da fazla yapılan gönderimler muhasebesel olarak kayıt edilemeyecek ve size iade edilecektirsatın almış olduğunuz ürünler stoklarımızda mevcut ise en geç  işgünü içerisinde gönderilmekte değilse tedarik edilmektedir ortalama tedarik sürecimiz tedarikçi firma veya yayınevine göre değişmekle beraber  iş günüdür ürünler tarafımızdan kargoya firmasına teslim edildikten sonra ürünün kargo tarafından size teslim süresi değişkenlik göstermekle birlikte  işgünü arasındadır ancak güncel durumda bazı şehirlerde salgın artışına bağlı olarak kargo teslimatlarında gecikmeler yaşanabilir siparişiniz mümkün olabilecek en kısa süre içerisinde elinize ulaştırmaya çalışacağızbunun dışında bütün siparişlerinizin durumunu üyelik bölümündeki siparişlerim başlığı altında izleyebilirsinizsipariş kargoya verildiğinde kargo takip bilgisi kayıtlı eposta adresinize gönderilir i̇lgili kargo firmasından sms olarak da cep telefonunuza kargo takip bilgisi iletilmektedirbunun dışında bütün siparişlerinizin durumunu üyelik bölümündeki siparişlerim başlığı altındaizleyebilirsinizn n  ',guncellemeler
'üye olduğunuz i̇çin teşekkür ederiz bkm kitap  kitaba ulaşmanın en kolay yolu  az öde çok oku hoşgeldiniz sayın n üyelik kaydınız gerçekleştirilmiştiralışverişlerinizde sitemize üye girişi yaparken eposta adresi alanına nsimsekn@gmailcom  parola alanına ise kayıt sırasında girmiş olduğunuz parolayı yazmanız yeterli olacaktırsitemize üye olduğunuz için teşekkür ederiz',guncellemeler
'paketiniz kargoya verildi siparişlerinde hepsipay cüzdanımı kullan hızlı öde hep kazanti̇nceletpaketiniz kargoya verildi  aralık pazartesi günü belirttiğiniz adrese teslim edilecektir',guncellemeler
'kadir bey merhaba ybs yuksek lisans uzaktan egitim öğrencisiyim transkriptimde yönetim bilişim sistemleri  dersi gözükmüyor diğer arkadaşlarımda çıkıyor sorunun ne olduğuna bakabilirmisiniz ögr no e ',birincil
'merhaba hüseyin bey sistemi güncelledim transkriptinize yönetim bilişim sistemleri dersi yıl sonu başarı notu yansıdı sabisten görebilirsiniz i̇yi günler',birincil
'ybs uetezsiz programı finalleri hksaygıdeğer hocalarımız merhabalarsakarya üniversitesi yönetim bilişim sistemleri  uzaktan eğitim tezsiz yüksek lisans öğrencileri olarak vakaların hızla artmaya devam etmesi ve riskin üst düzeye çıkmaya başladığı bugünlerde şehir dışından gelecek olmamız ve yolların bu yolculuk için yüksek risk taşıması gerekse çoğumuzun çocuk sahibi olması veya kronik rahatsızlığı olan büyüklerimizin bulunmasından dolayı bizler bu riski en aza düşürmek istiyoruzuzaktan eğitim olarak aldığımız eğitimin final sınavını da en azından bu dönem için uzaktan gerçekleştirmek istiyoruz bu kesinlikle keyfi bir istek olmayıp korkularımız bu isteği doğurmaktadır bu konu ile ilgili düşüncelerimizi sizlerle paylaşmak istedikfinal sınavlarının online yapılması konusunun tekrar değerlendirilmesi noktasında gereğinin yapılmasını tensiplerinize arz ederiznin hepimiz için güzel sağlıklı bir yıl olması dileğiyle saygılarımızlan',tanitimlar
'i̇yi günler hocam   tarihindeki stajima nöbetim  olduğundan gelemeyecegim  gün içerisinde odanıza geldim konuyu arz etmek için fakat ulaşamadım size nurdan yazdım',birincil
'hocam dersleri sizin onayınız a  gönderdiğim için ekleme yapamıyorum  bu konuda ne yapmalıyım yardımcı olur musunuz ',birincil
'sümeyye özmen ben seçeyim senin adına istersen sen yanlışlıkla eksik bıraktın sanırım obs den mesaj yazmıştım sana',birincil
'i̇yi günler hocam   şubat tarihindeki bütünleme sınavları ertelendiği için sağlık kurumlarında kalite yönetimi dersinden kaldım olarak gözüküyor   sistemde  yeni bütünleme sınavı  tarihi  şubatta ders kaydını  şubat tarihinde yaptım size ulaşmamız gerektiğiyle ilgili mesaj geldi gruptan bu konuyla alakalı yapmam gereken herhangi bir şey var mı teşekkür ederim n',birincil
'merhaba yasin ders eksik seçmişsin akts olmak zorunda',birincil
'tmm hocam diğerini de seçeyim teşekkür ederim ',birincil
'i̇yi akşamlar hocam sağlık yönetimi  sınıftan yasin şimşek ogrtm i̇ş sağlığı ve güvenliği sertifikası ni okuldan alıp tarafınıza teslim edemedim il dışında ikamet ediyorum ayın  ve  ndeki sinavlar iptal olduğundan okula gelemedim evrak teslimiyle ilgili zaman kısıtı var mı bu konuda ne  yapmalıyım yarın son gün diye mesaj geldi ama yarında hastanede nbtciyim ',birincil
'i̇yi günler yasin bey olur getirebilirsin eğer burdur da değilsen sadece sertifika için gelmene gerek yok sertifikayı taratıp önlü arkalı mail adresime gönderebilirsin',birincil
'tamam hocam yarın öğrenci işlerinden halledip tarafınıza ileteceğim tekrar teşekkür ediyorum i̇yi akşamlar',birincil
'hocam iyi günler antalya cikisi dağbeli mevkinde kaldım sınava yetisemeyebilirim ama gelmeye çalışacağım muhtemelen trafik kazası var hava şartları olumsuz yönde ilerliyor ',birincil
'geçmiş olsun yasin i̇stersen bütünlemeye girebilirsin',birincil
'tamam hocam teşekkür ediyorum gelmeye çalışacağım öğleden sonra toplantı varmış ',birincil
'sayın şi̇mşek dekanlığımıza vermiş olduğunuz harç iadesi dilekçeniz sağlık kültür ve spor daire başkanlığı başkanlığı tarafından incelenmiş olup ilgili yazı ekte sunulmuşturbilginize akdeniz ünv edebiyat fakültesi',tanitimlar
'öğrenci şifresinin değiştirilmesi sn yasi̇n şi̇mşekbu eposta şifre değişiklik ekranından yapmış olduğunuz isteğe bağlı olarak gönderilmiştironay kodunuz ktfvnn',guncellemeler
'ders ekle sil i̇i̇bf sağlık yönetimi  öğretim  sınıf  öğrencisiyim ders ekle sil haftasında iş sağlığı ve güvenliği seçmeli dersini sildiğim halde hala sistemimde gözüküyor öğrenci işleri kendi sistemlerinden sildiklerini söyledi sizin de sisteminizden silmeniz gerekiyormuş konuyla ilgili yardımcı olmanızı rica ediyorum ',birincil
'merhaba bu konu ile ilgili biriminiz öğrenci işleri ile irtibat kurunuz öğrenci bilgi sistemindeki ders silme ders ekleme ders birleştirme danışman onayı derslerin yapılacağı yöntemin yüz yüze uzaktan obsye işlenmesi işlemleri birim öğrenci işleri tarafından yapılmaktadır uzaktan eğitim merkezi sadece öğrenci bilgi sistemindeki bilgilere obs  göre işlem yapmaktadır önce öğrenci işleri biriminizin düzeltmeyi yapması gerekiyor öğrenci işleri biriminiz düzeltmeyi uygularsa  pazar günü gece saat  den sonra yapılan düzeltme uzem de de görülecektiri̇yi çalışmalarn',birincil
'anahtar dergisi  mart  sayısı yayımlandı sanayi ve teknoloji bakanlığı değerli paydaşımız tc sanayi ve teknoloji bakanlığının aylık yayını olan ve  yıldır kesintisiz bir şekilde yayımlanan anahtar dergisinin girişimcilik temalı mart  sayısına aşağıdaki görsel üzerinden ulaşabilirsinizn n',tanitimlar
'i̇lişik kesme işlemi sakarya üniversitesi kütüphanesi  kütüphane üyeliğiniz sona ermiştir yapılan işlemde bir yanlışlık varsa lütfen kütüphane yönetimi ile iletişime geçiniz',guncellemeler
'batı karadeniz kariyer fuarı gelen kutusu sabi̇s bilgi sakarya üniversitesi bilgi sistemi batı karadeniz kariyer fuarı sayın hüseyi̇n şi̇mşekdeğerli öğrencilerimiz  mezunlarımızcumhurbaşkanlığı i̇nsan kaynakları ofisi tarafından  “yetenek her yerde” temasıyla gerçekleştirilecek olan “batı karadeniz kariyer fuarı”  mart  tarihinde bolu abant i̇zzet baysal üniversitesi ev sahipliğinde  paydaş üniversite ve meslek odalarının işbirliği ile düzenlenecektir sakarya üniversitesi olarak katılacağımız bu kariyer fuarında tüm katılımcılar meslek hakkında bilgi edinme kariyer planlarına yön verme birçok firma ile tanışma ve iletişim kurma işstaj olanaklarını değerlendirme imkânı bulacaklardır ayrıca fuar süresince gerçekleştirilecek olan kişisel ve mesleki gelişim etkinlikleri seminerler bilgilendirme oturumları atölye çalışmaları mülakat simülasyonları gibi etkinliklerle öğrenci ve mezunlarımızın eğitimlerine ilgi ve becerilerine uygun kariyer alanlarını belirlemelerine fırsat sunulacaktır bu amaçla batı karadeniz kariyer fuarına katılımlarınızı bekliyoruzaşağıdaki linkten kayıt olabilir ve kayıt için gerekli bilgiyi aşağıdaki görselde bulabilirsiniz link için yetenekkapisiorg not katılım için kontenjan sınırlıdırnot batıkaf fuarına gidişgeliş üniversitemiz tarafından ücretsiz olarak sağlanacaktır',tanitimlar
'oecdyouthwise gençlik danışma kurulu başvuruları hk   sabi̇ssakarya üniversitesi bilgi sistemi oecdyouthwise gençlik danışma kurulu başvuruları hk sayın hüseyi̇n şi̇mşek değerli öğrencimizmezunumuz ekonomik i̇şbirliği ve kalkınma örgütünün oecd gençlik danışma kuruluna youthwise katılmak için başvurular açılmıştır youthwise için başvurular  ocak  tarihleri arasında yapılabilecektir detaylar ve başvuru bilgileri aşağıda yer almaktadır',tanitimlar
